image,user,x,y,w,h,class,volInImg
Unknown-X-20200609-084055-XWFVCJ+CGZZ-0,syed.m.a.hussaini,0.7885924613,0.7430890575,0.2875774875,0.4507452181,1,6
Unknown-X-20200609-084055-XWFVCJ+CGZZ-0,nitha_karthik,0.5978349365,0.4427619989,0.1063838997,0.3096192928,0,6
Unknown-X-20200609-093940-XJPBJRO6PHOS-0,gracelltt,0.7008918403,0.7457940176,0.0597325176,0.0617354103,0,3
Unknown-X-20200609-093940-XJPBJRO6PHOS-0,Ellq,0.7139368176,0.6678023935,0.1505442731,0.1342726146,0,3
Unknown-X-20200609-093940-XJPBJRO6PHOS-0,andrven,0.6998613608,0.7975792689,0.1158304901,0.2147459657,0,3
Unknown-X-20200609-093940-XJPBJRO6PHOS-0,andrven,0.3147182133,0.0708664593,0.2951811419,0.1417329186,0,3
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,chrispsimmons,0.4543697501,0.2229065960,0.0793878185,0.0620216007,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,chrispsimmons,0.8541441774,0.3269767731,0.1385236197,0.0620215885,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,chrispsimmons,0.3660710353,0.7600768650,0.4487842198,0.2785716713,0,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,chrispsimmons,0.3142259176,0.8425971083,0.0648063570,0.1030189962,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,chrispsimmons,0.4243968058,0.2260602397,0.4844277672,0.3269274920,0,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,deepa.a.varghese,0.7870937094,0.6263272569,0.1761236220,0.2504321073,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,deepa.a.varghese,0.4081470279,0.6992686633,0.2520065923,0.2625890043,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,deepa.a.varghese,0.4802827120,0.3461107544,0.2669958125,0.2516478510,1,2
Unknown-X-20200609-120234-XIU2XZBQQ+P8-0,deepa.a.varghese,0.2287445636,0.2920125346,0.2510697802,0.2990597566,0,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,Li102,0.5229253026,0.4964582273,0.1336315329,0.2471179455,0,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,Li102,0.8638220034,0.4680130042,0.1118140674,0.2862301933,0,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,Li102,0.7022369724,0.4084557987,0.2877167842,0.1208922504,0,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,c.michellegt,0.4544621150,0.2432540168,0.2504346397,0.2281080518,1,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,c.michellegt,0.7214138752,0.3151087550,0.2344794539,0.2538147096,0,2
Unknown-X-20200609-120254-XBQZF1FIPV8E-0,c.michellegt,0.8882992889,0.2162235700,0.1410155797,0.1989893395,1,2
Unknown-X-20200609-122756-XXGPAG634EMX-0,c.michellegt,0.6821611230,0.6493204753,0.1079970192,0.1287060189,0,2
Unknown-X-20200609-122756-XXGPAG634EMX-0,c.michellegt,0.3618303567,0.6605645819,0.1105693656,0.1762530764,0,2
Unknown-X-20200609-122756-XXGPAG634EMX-0,c.michellegt,0.6070307538,0.3202501793,0.0777614398,0.2018017891,1,2
Unknown-X-20200609-122756-XXGPAG634EMX-0,jnapika.mattaparthi,0.5362771423,0.7513796181,0.2928316588,0.1341646635,1,2
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ujjawala,0.5125311626,0.7406020884,0.1582575587,0.2480007169,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.1370103928,0.6531706064,0.2366744750,0.2457116768,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.8239580114,0.6686241760,0.0603519246,0.1993509682,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.5346235127,0.6477618522,0.0804693460,0.2132591512,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.3139245560,0.6044918919,0.0911196790,0.2070777530,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.2642229219,0.2992840044,0.2189239106,0.2518930997,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.8322415912,0.3023747159,0.0934863945,0.2086230902,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,damitak,0.6908286039,0.3008293540,0.0781025928,0.1962602444,1,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Fatza,0.5195972457,0.7531805770,0.0959265559,0.2051645299,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Fatza,0.7964552230,0.7550585287,0.0456654628,0.1926231107,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Fatza,0.9638350101,0.7416351540,0.0664810162,0.2298599255,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Fatza,0.6539537503,0.1660873191,0.0932642839,0.1719321558,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Fatza,0.8365309896,0.1845166543,0.0727557924,0.1588726151,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ellq,0.6537225297,0.1658197731,0.1141403821,0.2094160300,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ellq,0.8230463695,0.1867613742,0.0641450823,0.1995611614,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ellq,0.5150561622,0.7343227334,0.0764079807,0.2254301722,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ellq,0.7909739038,0.7552642699,0.0698047539,0.1687646701,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,Ellq,0.9678443183,0.7355545450,0.0330157946,0.1835470007,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,adj,0.5152492075,0.7469004091,0.0660475081,0.1539456396,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,adj,0.6698056894,0.1609477458,0.1103201773,0.1684495743,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,adj,0.8394465688,0.1839942593,0.0529037494,0.1619984624,0,5
Unknown-X-20200609-145212-XMMRM5RRHRVP-0,adj,0.1446112596,0.6944865549,0.2892225192,0.1602374824,0,5
Unknown-X-20200609-145246-XZFLK04X6M6W-0,k_patel,0.2309920934,0.1437522464,0.0980300762,0.1342199604,0,2
Unknown-X-20200609-145246-XZFLK04X6M6W-0,k_patel,0.3821710262,0.1935062055,0.0885814371,0.1859023704,0,2
Unknown-X-20200609-145246-XZFLK04X6M6W-0,k_patel,0.5888608950,0.2205044902,0.1051165601,0.1874451864,0,2
Unknown-X-20200609-145246-XZFLK04X6M6W-0,k_patel,0.3068768008,0.8244943918,0.1151558229,0.1149354945,0,2
Unknown-X-20200609-145246-XZFLK04X6M6W-0,jyoti.j.gupta,0.6826828334,0.5319837252,0.6125049130,0.5886676552,0,2
Unknown-X-20200609-153623-X+24UX75E4LG-0,Agustinclossirrazabal,0.4712660383,0.6234078558,0.0880324864,0.1995666060,1,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.2333054118,0.1045709824,0.0550009095,0.0834001805,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.3938884546,0.1385726004,0.0481258430,0.0975140731,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.8555032711,0.1584603164,0.0677689656,0.1244586769,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.8063953135,0.7313553634,0.0658047364,0.1000801894,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.5245156052,0.7762631021,0.0618760137,0.0769847725,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.2391983731,0.7198075809,0.0569652331,0.0795508641,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,JulianMudge-Burns,0.0791064229,0.7031275411,0.0314291066,0.0795509135,0,3
Unknown-X-20200609-153623-X+24UX75E4LG-0,Ujjawala,0.5297347720,0.7691708860,0.1740174246,0.2224712696,0,3
Unknown-X-20200609-153655-XII+LEU2KWFR-0,moiraparodi,0.5529634171,0.2363522461,0.0355175977,0.1061594727,1,3
Unknown-X-20200609-153655-XII+LEU2KWFR-0,amandanicoletta,0.3049327151,0.1648188080,0.1335533288,0.2062481750,1,3
Unknown-X-20200609-153655-XII+LEU2KWFR-0,amandanicoletta,0.1412089715,0.1600426605,0.1465253353,0.1986048157,1,3
Unknown-X-20200609-153655-XII+LEU2KWFR-0,sEnojAi,0.1612488886,0.2873030518,0.0358987376,0.0727246094,0,3
Unknown-X-20200609-153655-XII+LEU2KWFR-0,sEnojAi,0.5800674184,0.2712082520,0.0303758288,0.1001453125,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,chrispsimmons,0.2811952707,0.8608291565,0.1256864564,0.1019678323,1,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,chrispsimmons,0.4202612932,0.8361256059,0.1362279351,0.1492723825,1,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,andrven,0.5713140211,0.1058438864,0.1249888821,0.1657688800,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,andrven,0.7279944438,0.0977230516,0.1365337537,0.1645984205,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,andrven,0.1488520813,0.0888347258,0.2559317857,0.1752009411,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,andrven,0.1242886925,0.8497547318,0.2087374478,0.1950133542,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,andrven,0.6998348496,0.9328077447,0.4850723286,0.0964360371,0,3
Unknown-X-20200610-101501-X0I8EBPGWHWL-0,lrcampbell,0.4423522949,0.8565624314,0.1477301124,0.1100643786,1,3
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,Agustinclossirrazabal,0.2258830640,0.4923365714,0.1142221237,0.1166956776,1,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,chrispsimmons,0.2334930099,0.4641601784,0.1468331851,0.1871160589,1,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,chrispsimmons,0.1645136817,0.8184192052,0.1411857440,0.1471699262,1,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,chrispsimmons,0.0753649598,0.4715186772,0.1339247626,0.2417791645,1,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,EVerse1,0.9254841141,0.3761410525,0.1072808562,0.2765503913,0,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,EVerse1,0.1461296247,0.5539544142,0.1037475643,0.2664534748,0,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,EVerse1,0.2914910349,0.5740267671,0.0829668959,0.3281460008,0,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,EVerse1,0.7710227046,0.4766174611,0.1064903811,0.3320244137,0,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,amandanicoletta,0.1505442745,0.4262552069,0.0980339263,0.3817313023,0,5
Unknown-X-20200610-101539-XF5QOFWGTZ84-0,gracelltt,0.5399690155,0.7426856915,0.4892473758,0.3196220306,0,5
Unknown-X-20200610-113810-XHITVES3YLT-0,chrispsimmons,0.4852669690,0.3846540584,0.4361790494,0.3194528955,0,4
Unknown-X-20200610-113810-XHITVES3YLT-0,Li102,0.5049390879,0.2680074473,0.3503120010,0.1315592031,0,4
Unknown-X-20200610-113810-XHITVES3YLT-0,divya.sharm,0.5951178267,0.3004009635,0.3377577636,0.2014434524,0,4
Unknown-X-20200610-113810-XHITVES3YLT-0,Kacey-Han,0.5312941096,0.3098346456,0.3644481006,0.0825533529,0,4
Unknown-X-20200610-114647-XTH7M1W1DDHH-0,chrispsimmons,0.8561943978,0.1365522540,0.2060483924,0.1122280698,1,3
Unknown-X-20200610-114647-XTH7M1W1DDHH-0,chrispsimmons,0.4330289866,0.2215566796,0.0647094111,0.0244457186,1,3
Unknown-X-20200610-114647-XTH7M1W1DDHH-0,jnapika.mattaparthi,0.7210817209,0.2732028919,0.0386615291,0.1433383632,0,3
Unknown-X-20200610-114647-XTH7M1W1DDHH-0,Crawfish0601,0.8537451569,0.1124317711,0.2272959483,0.1680914649,1,3
Unknown-X-20200610-114647-XTH7M1W1DDHH-0,Crawfish0601,0.4275652454,0.2347924791,0.0568239700,0.0543825251,1,3
Unknown-X-20200610-121235-X568L7H9J9TJ-0,aphoenix88,0.7188461275,0.2501679820,0.0426338662,0.2300486165,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,Annete.gonzalez,0.5790354819,0.9268275599,0.0848723029,0.1078098420,1,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,Annete.gonzalez,0.9157222345,0.1234219397,0.0600512138,0.0994362985,1,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,Annete.gonzalez,0.9032145835,0.7142829157,0.1935708330,0.2784217096,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,Annete.gonzalez,0.2467524760,0.7452839267,0.1088927620,0.3004022906,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.1391911916,0.1697053940,0.0571563363,0.1947438948,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.3109641996,0.2392567911,0.0687092070,0.2797953206,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.4705762728,0.2658850455,0.0912069312,0.2551542590,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.7104504236,0.2801927628,0.1100563647,0.3266928396,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.9393797397,0.2893338050,0.0547241738,0.3433851796,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,AC7733,0.1784101577,0.7614883915,0.1477551751,0.2400516633,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,kavita.jaiswal,0.5642916699,0.7906090029,0.0846298943,0.1491141042,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,kavita.jaiswal,0.2524491627,0.7581406132,0.0993480647,0.1803799537,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,kavita.jaiswal,0.4736825706,0.1935514265,0.0708314683,0.1190507704,0,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,kavita.jaiswal,0.2285320275,0.3432667640,0.1490220876,0.1755698419,1,4
Unknown-X-20200610-121235-X568L7H9J9TJ-0,kavita.jaiswal,0.7183731522,0.3697224648,0.5123784644,0.1996204253,1,4
Unknown-X-20200610-121307-XH9BYLURZ08B-0,Agustinclossirrazabal,0.4887077407,0.2259658562,0.1312826931,0.2908937083,0,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,chrispsimmons,0.8645132461,0.2364081415,0.0137346475,0.0304852177,1,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,chrispsimmons,0.5983017836,0.7357346785,0.4233528742,0.3269274922,0,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,chrispsimmons,0.2048421142,0.3604513589,0.0420121108,0.0704313515,1,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,k_patel,0.7226711689,0.8013650891,0.3254496508,0.1349914354,0,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,lizmtz,0.8596828952,0.6305822105,0.1074486157,0.2151771337,1,5
Unknown-X-20200610-121307-XH9BYLURZ08B-0,jyoti.j.gupta,0.2703270251,0.6383100623,0.3550160191,0.5421939180,0,5
Unknown-X-20200610-142812-XEN36257FY7A-0,chrispsimmons,0.6774079483,0.7448342397,0.5322301861,0.3216714614,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,chrispsimmons,0.1435551688,0.7238099514,0.0356983758,0.1639893361,1,4
Unknown-X-20200610-142812-XEN36257FY7A-0,moiraparodi,0.1409918385,0.2086328543,0.0273112979,0.1073390398,1,4
Unknown-X-20200610-142812-XEN36257FY7A-0,amandanicoletta,0.2847334768,0.6624162870,0.1256543256,0.1595238417,1,4
Unknown-X-20200610-142812-XEN36257FY7A-0,amandanicoletta,0.5090043275,0.7587604034,0.1111456612,0.3421963423,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.2952464144,0.7695503724,0.0257640077,0.0929920490,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.5142406872,0.8208152331,0.0772921362,0.1144517263,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.6890680788,0.8685034238,0.0478474104,0.0929920490,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.8519336179,0.7677620863,0.0754518338,0.1132595845,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.3283715847,0.2229239085,0.0533683744,0.0870310588,0,4
Unknown-X-20200610-142812-XEN36257FY7A-0,sEnojAi,0.5202216607,0.2002720038,0.0671705294,0.1108751908,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,Debreziner,0.6299294019,0.7387881329,0.4302981541,0.1463679296,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,Slai07,0.6026867343,0.7892203674,0.3031548142,0.1822416511,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,Harshavardhani,0.5339007372,0.7884087034,0.0503971521,0.2482648154,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,Harshavardhani,0.6907489687,0.8105512664,0.0761099323,0.2844981361,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,TeenaBoBeena,0.4609008940,0.1408927998,0.0504147365,0.0871135246,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,TeenaBoBeena,0.6857233248,0.1533375943,0.0286137653,0.0906691802,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,TeenaBoBeena,0.8533182629,0.1231145311,0.0340640459,0.0800022196,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,TeenaBoBeena,0.6005633424,0.7693547069,0.2016589083,0.0782243733,0,4
Unknown-X-20200610-142845-XELRKO3XD5L2-0,TeenaBoBeena,0.8989640133,0.7080196544,0.0327014569,0.0942248604,0,4
Unknown-X-20200610-153546-XIN88FNMMWK1-0,chrispsimmons,0.7053348978,0.8205225958,0.2750342640,0.1871165992,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,chrispsimmons,0.4823780859,0.7616544555,0.3303667114,0.1766043986,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,chrispsimmons,0.2472155993,0.7280155118,0.2115648730,0.0925070617,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,gracelltt,0.2285144499,0.7298734228,0.1528591964,0.0928525108,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,gracelltt,0.7228256347,0.8249618430,0.1564902006,0.1616694039,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,FatimB,0.6196852065,0.6675693425,0.0735692060,0.0503166774,0,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,FatimB,0.3611110804,0.7926621455,0.0843881886,0.0573050911,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,FatimB,0.5028399838,0.7549246486,0.1817592046,0.0992356630,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,ruirasjudith,0.6306847370,0.6005698639,0.0865741872,0.2516478153,0,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,ruirasjudith,0.3464955106,0.5890208246,0.0602255246,0.2261183319,0,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,ruirasjudith,0.5243490528,0.7969037986,0.4309890073,0.1288631191,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,Ellq,0.7078012054,0.8298077754,0.2040614715,0.1428984368,1,5
Unknown-X-20200610-153546-XIN88FNMMWK1-0,Ellq,0.2462790760,0.7380324882,0.1277767713,0.1318114252,1,5
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.2167546728,0.7827424842,0.1284995816,0.1295916537,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.4528284816,0.8081980297,0.1208368214,0.0925654950,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.7183746602,0.7353026999,0.1072794345,0.1010507588,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.6158108705,0.2192499743,0.1013850152,0.0979651390,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.3800316847,0.1833808585,0.0801649247,0.0987365501,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,k_patel,0.2073235058,0.1544541198,0.1261418252,0.1103072309,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,Harshavardhani,0.2441737643,0.8286678981,0.0452886895,0.2992598959,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,Harshavardhani,0.4634120644,0.8340357704,0.0535229281,0.2214254153,0,2
Unknown-X-20200610-160224-XOOCKUTN5WRS-0,Harshavardhani,0.7526419773,0.7642532090,0.0658744369,0.2080056485,0,2
Unknown-X-20200610-170644-X87IBQMZAA1B-0,moiraparodi,0.7219325474,0.2481477478,0.0244423719,0.0471819955,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,chrispsimmons,0.7377278570,0.2064485281,0.1823312999,0.3195689845,0,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,chrispsimmons,0.6893212785,0.2784566703,0.0500200657,0.0914555995,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,Li102,0.6885578672,0.2795355441,0.0436617651,0.1048918178,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,Li102,0.0288558819,0.2706464080,0.0504839121,0.1048917932,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,Li102,0.7022021499,0.0848634706,0.0845947266,0.1493374858,0,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,amandanicoletta,0.2388659155,0.3150761041,0.0723718043,0.1565761028,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,amandanicoletta,0.7337723109,0.3064100833,0.0941358388,0.1916698668,1,4
Unknown-X-20200610-170644-X87IBQMZAA1B-0,amandanicoletta,0.4400242585,0.6233526656,0.0915782506,0.1851321212,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,chrispsimmons,0.6654345053,0.2602246952,0.0491856382,0.0946092251,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,chrispsimmons,0.5033638918,0.5803192829,0.0749879291,0.1377089690,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,chrispsimmons,0.4561940965,0.2544430069,0.0693436142,0.0809434388,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,amandanicoletta,0.4583295517,0.2988426319,0.2894185762,0.1156953679,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,amandanicoletta,0.7378212552,0.5913086924,0.0735297410,0.2667820057,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,amandanicoletta,0.8483663982,0.3025172146,0.0908492796,0.1075716774,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,gracelltt,0.5089588378,0.5617385642,0.0478427514,0.1327208487,1,4
Unknown-X-20200610-170715-XINTATLX66YT-0,jstaph,0.5046391257,0.5706560323,0.0707330148,0.1741852645,1,4
Unknown-X-20200611-081230-X1TY580F07W0-0,chrispsimmons,0.4856574913,0.7525540752,0.0989088074,0.1271968718,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,chrispsimmons,0.2267255554,0.6674057745,0.0699598441,0.0767385667,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,chrispsimmons,0.6826708615,0.7672710542,0.4237798165,0.3185177219,0,5
Unknown-X-20200611-081230-X1TY580F07W0-0,amandanicoletta,0.4161582349,0.6439722123,0.1943840201,0.1782485962,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,amandanicoletta,0.5251323834,0.3475356317,0.2038933050,0.1453312535,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,amandanicoletta,0.5296644603,0.7132040701,0.1175613545,0.3552423293,0,5
Unknown-X-20200611-081230-X1TY580F07W0-0,amandanicoletta,0.7734311743,0.3307870311,0.1435950513,0.1813398546,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,gracelltt,0.5011649770,0.7293172775,0.0521337379,0.1311760195,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,Slai07,0.5173194881,0.7572148477,0.1031158278,0.1705719979,1,5
Unknown-X-20200611-081230-X1TY580F07W0-0,meerachauhan,0.5720351147,0.6676607440,0.2417880793,0.1872162357,0,5
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Agustinclossirrazabal,0.6631574986,0.2327308255,0.0716102922,0.2401564457,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,moiraparodi,0.6735776613,0.3094843297,0.0699219810,0.1085185651,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,moiraparodi,0.4193158777,0.2416602418,0.0281503834,0.0460024087,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,chrispsimmons,0.6628038771,0.3110443164,0.0720256872,0.1229920122,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,chrispsimmons,0.6506648478,0.1686048423,0.0380360719,0.0714825331,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,chrispsimmons,0.5151107258,0.3063138459,0.0647422090,0.0925068452,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,chrispsimmons,0.4236623040,0.2548043791,0.0194226211,0.0399461327,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.6646671532,0.2600072204,0.0780137206,0.2080057714,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.3820384288,0.1915608728,0.0355852378,0.0533348040,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.2061653327,0.1568932483,0.0342165471,0.0408900259,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.0925663624,0.1533375939,0.0396912009,0.0977804966,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.9555079079,0.3275646545,0.0793824302,0.1155587564,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.3047090062,0.2244506824,0.0561151623,0.0408900259,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Li102,0.5086396740,0.3035639933,0.0396912151,0.0888913606,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,Kacey-Han,0.6712570380,0.2212921315,0.0958949390,0.2491258841,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,andrven,0.4661522385,0.4523441336,0.1580270242,0.2240723050,0,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,andrven,0.6705118752,0.2404454098,0.1195887336,0.2214111648,1,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,andrven,0.7182615294,0.3897469987,0.1204880177,0.2071428937,0,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,andrven,0.1144975681,0.3907802683,0.0845964162,0.1421453213,0,6
Unknown-X-20200611-081253-XVQAL0AK3+X-0,andrven,0.2755567584,0.3857827506,0.1195406287,0.1519305454,0,6
Unknown-X-20200611-091500-XTZG9USWQ3-0,chrispsimmons,0.2949689975,0.7110311413,0.5899379949,0.4793534578,0,2
Unknown-X-20200611-091500-XTZG9USWQ3-0,kavita.jaiswal,0.1659014853,0.5681403708,0.2220508968,0.2429116168,1,2
Unknown-X-20200611-091500-XTZG9USWQ3-0,kavita.jaiswal,0.6012503020,0.6396911179,0.1916455334,0.2344938760,1,2
